"id","名前","種類","性別","年齢（登録時）","体重","毛色","避妊・去勢","マイクロチップ","ワクチン接種","ひとこと","健康状態","性格","保護された経緯","写真ファイルパス"
"1810","モモ吉","日本猫","オス（♂）","1歳0ヵ月（2015年03月31日登録）","2.8kg","グレー","済","無","未","お気軽にお問合せください。★近畿圏内希望★","","","飼い主さんより","./img/1810/"
"1815","美空","その他の犬種、ミックス","メス（♀）","0歳2ヵ月（2015年04月01日登録）","0.5kg","シルバー","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/1815/"
"1817","ごんた","その他の犬種、ミックス","オス（♂）","0歳2ヵ月（2015年04月02日登録）","1.98kg","黒白","未","無","済","ワクチン接種ノミダニ予防去勢手術フィラリア予防をきちんと行ってくださる方で散歩ができる方にぜひ里親さんになって頂きたいと希望しています。","良好","活発甘えん坊","道路で保護された","./img/1817/"
"1819","ハナ","パピヨン","メス（♀）","7歳0ヵ月（2015年04月03日登録）","2.9kg","ホワイトブラウン","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/1819/"
"1821","てん","チワワ","オス（♂）","0歳6ヵ月（2015年04月04日登録）","3kg","クリーム","未","無","未","お気軽にお問い合わせくださいませ。","","とても人懐こい性格です。","当方ではやむを得ない理由により保護された子たちの譲渡に力を入れております。","./img/1821/"
"1822","マギー","イタリアン・グレーハウンド","メス（♀）","5歳1ヵ月（2015年04月04日登録）","4.5kg","ブルーホワイト","未","無","未","お気軽にお問い合わせください。","","少し臆病ですが、人懐こいです。他のわんちゃんとも仲良くできます。","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/1822/"
"1823","愛来(あいら)","トイ・プードル","メス（♀）","7歳0ヵ月（2015年04月04日登録）","4.8kg","シルバー","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/1823/"
"1833","コテツ","その他の犬種、ミックス","オス（♂）","推定2歳（2015年04月06日登録）","8kg","ブラックタン","済","無","済","甘えっこで可愛いのですが、知らない人に対する警戒心は強いです。また興奮しやすく犬や猫への興奮度が高いため、現在トレーニング中です。","一部脱毛あり。かゆみなし","","旭川市動物愛護センターあにまあるから引取り","./img/1833/"
"1834","ダイテツ","その他の犬種、ミックス","オス（♂）","推定5歳（2015年04月06日登録）","8kg","ブラックタン","済","無","済","とてもかしこく、やさしい子です。人がとても好きで、愛想がよく、飛びつきもするため、現在トレーニング中です。","","","旭川市動物愛護センターあにまあるから引取り","./img/1834/"
"1835","ボス","その他の犬種、ミックス","オス（♂）","推定15歳（2015年04月06日登録）","10kg","茶","済","無","済","急に触られることが苦手ですが、お散歩へ行くときにはとっても嬉しい笑顔を見せてくれます。トイレも絶対にハウスではしない、我慢強い子です。","","","旭川市動物愛護センターあにまあるから引取り","./img/1835/"
"1836","ウリ","その他の犬種、ミックス","オス（♂）","推定10歳（2015年04月06日登録）","8kg","茶","済","無","済","老化から目が少し見えづらくなってきています。暗い所では少し歩くのはゆっくりになりますが、明るい所では元気に走り回ります。","","","旭川市動物愛護センターあにまあるから引取り","./img/1836/"
"1839","hana(柴)","柴","メス（♀）","0歳7ヵ月（2015年04月07日登録）","4kg","赤茶","未","有","済","終生飼育していただける優しい飼い主さんを待っています!譲渡前の審査段階でのご自宅訪問や譲渡後のフォローなどの関係上東京、神奈川、埼玉、千葉エリアと限らせて頂いております。譲渡後に、不妊手術、を行っていただくことが条件となります。","・良好・狂犬病注射接種未","・無駄吠えがありません。(遊んでほしい時、ごはんをねだる時に少々吠える程度)・比較的大人しい性格です。(子犬なので、興奮すると元気いっぱいで甘噛みなどもあります。)・お散歩中に他の犬にであっても、唸ったり吠えたりせず積極的に近づいて行くなど物おじしない性格です。・犬好きの人が近寄ってくると手を舐めてくれます。","飼い主様の体力的な問題により","./img/1839/"
"1842","ハイジ","その他の猫種","メス（♀）","0歳4ヵ月（2015年04月08日登録）","1.3kg","シールリンクススポティッドタビー","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/1842/"
"1848","みやこ","ウェルシュ・コーギー・ペンブローク","メス（♀）","6歳0ヵ月（2015年04月08日登録）","9.6kg","レッドアンドホワイト","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/1848/"
"1852","ぶり","フレンチ・ブルドッグ","メス（♀）","推定4歳（2015年04月11日登録）","7.4kg","ブリンドル","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/1852/"
"1854","つばめ","トイ・プードル","メス（♀）","推定3歳（2015年04月11日登録）","3.9kg","アプリコット","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/1854/"
